Address,cities,lat,long,address_full
146 BROADWAY 11211.0,"146 Broadway, Brooklyn, NY 11211, USA",40.7100002,-73.96353420000001,146 BROADWAY 11211.0
3307 36TH AVE 11106.0,"33-07 36th Ave, Astoria, NY 11106, USA",40.7558176,-73.9276926,3307 36TH AVE 11106.0
670 E 233RD ST 10466.0,"670 E 233rd St, The Bronx, NY 10466, USA",40.8935784,-73.85845929999999,670 E 233RD ST 10466.0
421 MALCOLM X BLVD 10037.0,"421 Malcolm X Blvd, New York, NY 10027, USA",40.8117922,-73.9429395,421 MALCOLM X BLVD 10037.0
617 MANHATTAN AVE 11222.0,"617 Manhattan Ave, Brooklyn, NY 11222, USA",40.7234544,-73.95087900000001,617 MANHATTAN AVE 11222.0
113 FRANKLIN ST 11222.0,"113 Franklin St, Brooklyn, NY 11222, USA",40.7301625,-73.9579347,113 FRANKLIN ST 11222.0
1101 AVENUE U 11223.0,"1101 Avenue U, Brooklyn, NY 11223, USA",40.5985834,-73.9609174,1101 AVENUE U 11223.0
836 9TH AVE 10019.0,"836 9th Ave, New York, NY 10019, USA",40.7662484,-73.986672,836 9TH AVE 10019.0
11113 ROOSEVELT AVE 11368.0,"111-13 Roosevelt Ave, Flushing, NY 11368, USA",40.751945,-73.855518,11113 ROOSEVELT AVE 11368.0
208 COURT ST 11201.0,"208 Court St, Brooklyn, NY 11201, USA",40.6869224,-73.9938927,208 COURT ST 11201.0
247 W 30TH ST 10001.0,"247 W 30th St, New York, NY 10001, USA",40.7493213,-73.9940258,247 W 30TH ST 10001.0
94 WYTHE AVE 11249.0,"94 Wythe Ave, Brooklyn, NY 11249, USA",40.7216889,-73.9584185,94 WYTHE AVE 11249.0
570 HENRY ST 11231.0,"570 Henry St, Brooklyn, NY 11231, USA",40.6816723,-74.00082789999999,570 HENRY ST 11231.0
5612 8TH AVE 11220.0,Error,0.0,0.0,5612 8TH AVE 11220.0
620 ATLANTIC AVE 11217.0,"620 Atlantic Ave, Brooklyn, NY 11217, USA",40.68264990000001,-73.97541319999999,620 ATLANTIC AVE 11217.0
88 E. BROADWAY 10002.0,"88 E Broadway, New York, NY 10002, USA",40.7139708,-73.9942284,88 E. BROADWAY 10002.0
369 TROUTMAN ST 11237.0,"369 Troutman St, Brooklyn, NY 11237, USA",40.7058939,-73.9238922,369 TROUTMAN ST 11237.0
44 TRINITY PL 10006.0,"44 Trinity Pl, New York, NY 10006, USA",40.7075429,-74.01346389999999,44 TRINITY PL 10006.0
86A W BROADWAY 10007.0,"86 W Broadway, New York, NY 10007, USA",40.7153229,-74.0096373,86A W BROADWAY 10007.0
7212 NORTHERN BLVD 11372.0,"72-12 Northern Blvd, Flushing, NY 11372, USA",40.7544131,-73.8940014,7212 NORTHERN BLVD 11372.0
13158 SANFORD AVE 11355.0,"131-58 Sanford Ave, Flushing, NY 11355, USA",40.754414,-73.8339137,13158 SANFORD AVE 11355.0
3202 EMMONS AVE 11235.0,"3202 Emmons Ave, Brooklyn, NY 11235, USA",40.583878,-73.93274439999999,3202 EMMONS AVE 11235.0
4219 102ND ST 11368.0,"42-19 102nd St, Corona, NY 11368, USA",40.7473205,-73.8627075,4219 102ND ST 11368.0
10611 CONTINENTAL AVENUE 11375.0,"106-11 Continental Ave, Forest Hills, NY 11375, USA",40.7200352,-73.8451975,10611 CONTINENTAL AVENUE 11375.0
18905 LINDEN BLVD 11412.0,"18905 Linden Blvd, St. Albans, NY 11412, USA",40.6920237,-73.76201230000001,18905 LINDEN BLVD 11412.0
5305 65TH PL 11378.0,"53-05 65th Pl, Maspeth, NY 11378, USA",40.7311615,-73.89991669999999,5305 65TH PL 11378.0
63 GRAND ST 11249.0,"63 Grand St, Brooklyn, NY 11249, USA",40.7160369,-73.9648332,63 GRAND ST 11249.0
1476 BROADWAY 11221.0,Error,0.0,0.0,1476 BROADWAY 11221.0
4 ALLEN ST 10002.0,"4 Allen St, Northborough, MA 01532, USA",42.3288729,-71.62772610000002,4 ALLEN ST 10002.0
398 W BROADWAY 10012.0,"398 W Broadway, New York, NY 10012, USA",40.7243143,-74.0025064,398 W BROADWAY 10012.0
511 AMSTERDAM AVE 10024.0,"511 Amsterdam Ave, New York, NY 10024, USA",40.7866465,-73.9754501,511 AMSTERDAM AVE 10024.0
4127 162ND ST 11358.0,"41-27 162nd St, Flushing, NY 11358, USA",40.7606066,-73.8037556,4127 162ND ST 11358.0
473 3RD AVE 11215.0,"473 3rd Ave, Brooklyn, NY 11215, USA",40.670658,-73.99135199999999,473 3RD AVE 11215.0
4202 NORTHERN BLVD 11101.0,"4202 Northern Blvd, Long Island City, NY 11101, USA",40.7521249,-73.921528,4202 NORTHERN BLVD 11101.0
33 E 60TH ST 10022.0,"33 E 60th St, New York, NY 10022, USA",40.7641403,-73.9702914,33 E 60TH ST 10022.0
1442 LEXINGTON AVE 10128.0,"1442 Lexington Ave, New York, NY 10128, USA",40.784547,-73.95205899999999,1442 LEXINGTON AVE 10128.0
219 DEKALB AVE 11205.0,"219 Dekalb Ave, Brooklyn, NY 11205, USA",40.6896982,-73.9706799,219 DEKALB AVE 11205.0
8912 QUEENS BLVD 11373.0,"89-12 Queens Blvd, Queens, NY 11373, USA",40.7343164,-73.8745315,8912 QUEENS BLVD 11373.0
64 LAFAYETTE AVE 11217.0,"64 Lafayette Ave, Brooklyn, NY 11217, USA",40.6869841,-73.97535719999999,64 LAFAYETTE AVE 11217.0
222 AVENUE B 10009.0,"222 Avenue B, New York, NY 10009, USA",40.7290748,-73.97848040000001,222 AVENUE B 10009.0
84 7TH AVE 10011.0,"84 7th Ave, Brooklyn, NY 11217, USA",40.6749306,-73.9753697,84 7TH AVE 10011.0
3903 104TH ST 11368.0,"39-03 104th St, Flushing, NY 11368, USA",40.7505248,-73.8619032,3903 104TH ST 11368.0
299 BROOK AVE 10454.0,"299 Brook Ave, The Bronx, NY 10454, USA",40.80917780000001,-73.9184539,299 BROOK AVE 10454.0
2037 JEROME AVE 10453.0,"2037 Jerome Ave, The Bronx, NY 10453, USA",40.8536647,-73.907856,2037 JEROME AVE 10453.0
80 COLUMBUS CIRCLE at 60th street 10023.0,"80 Columbus Cir, New York, NY 10023, USA",40.7689873,-73.98301719999999,80 COLUMBUS CIRCLE at 60th street 10023.0
1594 WESTCHESTER AVE 10472.0,"1594 Westchester Ave, The Bronx, NY 10472, USA",40.8289558,-73.8756355,1594 WESTCHESTER AVE 10472.0
520 BAY ST 10304.0,Error,0.0,0.0,520 BAY ST 10304.0
3411 BROADWAY 11106.0,"34-11 Broadway, Long Island City, NY 11106, USA",40.7607509,-73.9224411,3411 BROADWAY 11106.0
1969 BATH AVE 11214.0,"1969 Bath Ave, Brooklyn, NY 11214, USA",40.6016922,-74.00158549999999,1969 BATH AVE 11214.0
225 LIBERTY ST 10280.0,Error,0.0,0.0,225 LIBERTY ST 10280.0
1 BROOKLYN BRIDGE PARK 11201.0,"Brooklyn Bridge Park, 334 Furman St, Brooklyn, NY 11201, USA",40.6995399,-73.9973777,1 BROOKLYN BRIDGE PARK 11201.0
326 ROEBLING ST 11211.0,"326 Roebling St, Brooklyn, NY 11211, USA",40.70855299999999,-73.9611011,326 ROEBLING ST 11211.0
3255 FRANCIS LEWIS BLVD 11358.0,"32-55 Francis Lewis Blvd, Flushing, NY 11358, USA",40.7680836,-73.7906826,3255 FRANCIS LEWIS BLVD 11358.0
47 N OXFORD ST 11205.0,"47 N Oxford St, Brooklyn, NY 11205, USA",40.69658099999999,-73.9753238,47 N OXFORD ST 11205.0
200 CLINTON ST 11201.0,"200 Clinton St, Brooklyn, NY 11201, USA",40.6905225,-73.9945163,200 CLINTON ST 11201.0
189 AMSTERDAM AVE 10023.0,"189 Amsterdam Ave, New York, NY 10023, USA",40.7763129,-73.9830566,189 AMSTERDAM AVE 10023.0
31 WALKER ST 10013.0,"31 Walker St, New York, NY 10013, USA",40.7192882,-74.00421279999999,31 WALKER ST 10013.0
302 E 49TH ST 10017.0,"302 E 49th St, New York, NY 10017, USA",40.7539643,-73.96868979999999,302 E 49TH ST 10017.0
282 KINGS HWY 11223.0,"282 Kings Hwy, Brooklyn, NY 11223, USA",40.6049769,-73.9802824,282 KINGS HWY 11223.0
24 5TH AVE 10011.0,"24 5th Ave, New York, NY 10011, USA",40.7332403,-73.9962714,24 5TH AVE 10011.0
75 E 4TH ST 10003.0,"75 E 4th St, New York, NY 10003, USA",40.7267493,-73.9902053,75 E 4TH ST 10003.0
2942 FULTON ST 11207.0,"2942 Fulton St, Brooklyn, NY 11207, USA",40.6792692,-73.8861256,2942 FULTON ST 11207.0
417 W 47TH ST 10036.0,"417 W 47th St, New York, NY 10036, USA",40.76215,-73.9910513,417 W 47TH ST 10036.0
34 WATER ST 10004.0,"Water St, Englishtown, NJ 07726, USA",40.2972201,-74.3605989,34 WATER ST 10004.0
4379 WHITE PLAINS RD 10466.0,"4379 White Plains Rd, The Bronx, NY 10466, USA",40.8978811,-73.8550649,4379 WHITE PLAINS RD 10466.0
189 9TH AVE 10011.0,"189 9th Ave, New York, NY 10011, USA",40.7455599,-74.00233759999999,189 9TH AVE 10011.0
101 MAIDEN LN 10038.0,"101 Maiden Ln, New York, NY 10038, USA",40.7069666,-74.0066697,101 MAIDEN LN 10038.0
179 E GUN HILL RD 10467.0,"179 E Gun Hill Rd, The Bronx, NY 10467, USA",40.8809865,-73.8777829,179 E GUN HILL RD 10467.0
405 HUNTS POINT AVE 10474.0,"405 Hunts Point Ave, The Bronx, NY 10474, USA",40.8096478,-73.8811637,405 HUNTS POINT AVE 10474.0
811 49TH ST 11220.0,"811 N 49th St, Seattle, WA 98103, USA",47.6641108,-122.3479734,811 49TH ST 11220.0
40 W 56TH ST 10019.0,"40 W 56th St, New York, NY 10019, USA",40.7629269,-73.9765335,40 W 56TH ST 10019.0
301 E 49TH ST 10017.0,"301 E 49th St, New York, NY 10017, USA",40.7541752,-73.9685051,301 E 49TH ST 10017.0
95 MACDOUGAL ST 10012.0,"95 Macdougal St, New York, NY 10012, USA",40.7295512,-74.0011607,95 MACDOUGAL ST 10012.0
213 PARK AVE S 10003.0,"213 Park Ave S, New York, NY 10003, USA",40.7367754,-73.98863039999999,213 PARK AVE S 10003.0
22 PECK SLIP 10038.0,"22 Peck Slip, New York, NY 10038, USA",40.7080543,-74.0020789,22 PECK SLIP 10038.0
1531 YORK AVE 10028.0,"1531 York Ave, New York, NY 10028, USA",40.7726799,-73.9497983,1531 YORK AVE 10028.0
4716 7TH AVE 11220.0,Error,0.0,0.0,4716 7TH AVE 11220.0
3309 36TH AVE 11106.0,"33-09 36th Ave, Long Island City, NY 11106, USA",40.755787,-73.92768110000002,3309 36TH AVE 11106.0
174 BLEECKER ST 10012.0,"174 Bleecker St, New York, NY 10012, USA",40.7287958,-74.0007921,174 BLEECKER ST 10012.0
9516 QUEENS BLVD 11374.0,"9516a Queens Blvd, Rego Park, NY 11374, USA",40.7304518,-73.8641088,9516 QUEENS BLVD 11374.0
225 LIBERTY ST - SPACE #244 nan,Error,0.0,0.0,225 LIBERTY ST - SPACE #244 nan
17 NEWKIRK PLZ 11226.0,"17 Newkirk Plaza, Brooklyn, NY 11226, USA",40.6348653,-73.96246719999999,17 NEWKIRK PLZ 11226.0
48 E 33RD ST 10016.0,"48 E 33rd St, New York, NY 10016, USA",40.7464872,-73.9825769,48 E 33RD ST 10016.0
179 2ND AVE 10003.0,"179 2nd Ave, New York, NY 10003, USA",40.7307154,-73.9864618,179 2ND AVE 10003.0
1135 1ST AVE 10065.0,"1135 1st Avenue, New York, NY 10065, USA",40.7618544,-73.960619,1135 1ST AVE 10065.0
8620 WHITNEY AVE 11373.0,"86-20 Whitney Ave, Elmhurst, NY 11373, USA",40.7419021,-73.87841519999999,8620 WHITNEY AVE 11373.0
307 E 14TH ST 10003.0,"307 E 14th St, New York, NY 10003, USA",40.7323422,-73.9843951,307 E 14TH ST 10003.0
3202 37TH AVE 11101.0,"32-02 37th Ave, Long Island City, NY 11101, USA",40.7542998,-73.9303104,3202 37TH AVE 11101.0
338 HAMILTON AVE 11231.0,"338 Hamilton Ave, Brooklyn, NY 11231, USA",40.67463679999999,-74.00074760000001,338 HAMILTON AVE 11231.0
2718 WHITE PLAINS RD 10467.0,"2718 White Plains Rd, The Bronx, NY 10467, USA",40.8660648,-73.8670719,2718 WHITE PLAINS RD 10467.0
6342 108TH ST 11375.0,"6342 108th St, Forest Hills, NY 11375, USA",40.7338144,-73.8503029,6342 108TH ST 11375.0
938 8TH AVE 10019.0,"938 8th Ave, New York, NY 10019, USA",40.7655785,-73.9833014,938 8TH AVE 10019.0
179 MESEROLE AVE 11222.0,"179 Meserole Ave, Brooklyn, NY 11222, USA",40.728444,-73.94931989999999,179 MESEROLE AVE 11222.0
1961 FLATBUSH AVE 11234.0,"1961 Flatbush Ave, Brooklyn, NY 11234, USA",40.62214840000001,-73.9359936,1961 FLATBUSH AVE 11234.0
135 WESTCHESTER SQ 10461.0,"135 Westchester Square, The Bronx, NY 10461, USA",40.839734,-73.84274359999999,135 WESTCHESTER SQ 10461.0
12117 14TH RD 11356.0,"121-17 14th Rd, Flushing, NY 11356, USA",40.7850217,-73.8460288,12117 14TH RD 11356.0
29 E 29TH ST 10016.0,"29 E 29th St, New York, NY 10016, USA",40.7446372,-73.9845571,29 E 29TH ST 10016.0
111 8TH AVE 10011.0,"111 8th Ave, New York, NY 10011, USA",40.740862,-74.0019938,111 8TH AVE 10011.0
4121A KISSENA BLVD 11355.0,"4121 Kissena Blvd, Flushing, NY 11355, USA",40.7487557,-73.8171071,4121A KISSENA BLVD 11355.0
200 BAYCHESTER AVE 10475.0,"200 Baychester Ave, The Bronx, NY 10475, USA",40.8642991,-73.8275476,200 BAYCHESTER AVE 10475.0
924 MANHATTAN AVE 11222.0,"924 Manhattan Ave, Brooklyn, NY 11222, USA",40.73106,-73.9541036,924 MANHATTAN AVE 11222.0
8801 QUEENS BLVD 11373.0,"88-01 Queens Blvd, Forest Hills, NY 11375, USA",40.7357181,-73.8744498,8801 QUEENS BLVD 11373.0
3619 BROADWAY 11106.0,"36-19 Broadway, Long Island City, NY 11106, USA",40.7599028,-73.9206198,3619 BROADWAY 11106.0
1552 SAINT NICHOLAS AVE 10040.0,"1552 St Nicholas Ave, New York, NY 10040, USA",40.8533597,-73.9305378,1552 SAINT NICHOLAS AVE 10040.0
13335 ROOSEVELT AVE 11354.0,"133-35 Roosevelt Ave, Flushing, NY 11354, USA",40.7588367,-73.8331334,13335 ROOSEVELT AVE 11354.0
7009 AUSTIN ST 11375.0,"70-09 Austin St, Flushing, NY 11375, USA",40.721023,-73.8466183,7009 AUSTIN ST 11375.0
451 LEXINGTON AVE 10017.0,"451 Lexington Ave, New York, NY 10017, USA",40.753113,-73.97452,451 LEXINGTON AVE 10017.0
999 MANHATTAN AVE 11222.0,"999 Manhattan Ave, Brooklyn, NY 11222, USA",40.7332044,-73.95494819999999,999 MANHATTAN AVE 11222.0
3315 GREENPOINT AVE 11101.0,"33-15 Greenpoint Ave, Long Island City, NY 11101, USA",40.7359787,-73.9344019,3315 GREENPOINT AVE 11101.0
5204 8TH AVE 11220.0,"5204 8th St, Keyes, CA 95328, USA",37.5617563,-120.9140523,5204 8TH AVE 11220.0
145 E 39TH ST 10016.0,"145 E 39th St, New York, NY 10016, USA",40.74931,-73.97664,145 E 39TH ST 10016.0
1880 HYLAN BLVD 10305.0,"1880 Hylan Blvd, Staten Island, NY 10305, USA",40.58317830000001,-74.0952882,1880 HYLAN BLVD 10305.0
1626 2ND AVE 10028.0,"1626 2nd Ave, New York, NY 10028, USA",40.7766062,-73.9523075,1626 2ND AVE 10028.0
124 W 43RD ST 10036.0,"124 W 43rd St, New York, NY 10036, USA",40.75589040000001,-73.98494819999999,124 W 43RD ST 10036.0
8844 SUTPHIN BLVD 11435.0,"88-44 Sutphin Blvd, Jamaica, NY 11435, USA",40.703876,-73.8089468,8844 SUTPHIN BLVD 11435.0
150 W 65TH ST 10023.0,"150 W 65th St, New York, NY 10023, USA",40.7735449,-73.9845816,150 W 65TH ST 10023.0
224 W 104TH ST 10025.0,"224 W 104th St, New York, NY 10025, USA",40.7994024,-73.9677821,224 W 104TH ST 10025.0
2325 MERMAID AVE 11224.0,"2325 Mermaid Ave, Brooklyn, NY 11224, USA",40.5761478,-73.9909547,2325 MERMAID AVE 11224.0
336 W 20TH ST 10011.0,"336 W 20th St, New York, NY 10011, USA",40.744004,-74.00153499999999,336 W 20TH ST 10011.0
1203 QUENTIN RD 11229.0,"1203 Quentin Rd, Brooklyn, NY 11229, USA",40.6081425,-73.9606767,1203 QUENTIN RD 11229.0
57 4TH AVE 11217.0,"57 4th Ave, Brooklyn, NY 11217, USA",40.6826344,-73.9791764,57 4TH AVE 11217.0
261 W 47TH ST 10036.0,"261 W 47th St, New York, NY 10036, USA",40.760379,-73.98672499999999,261 W 47TH ST 10036.0
1496 AMSTERDAM AVE 10031.0,"1496 Amsterdam Ave, New York, NY 10031, USA",40.8182481,-73.9530882,1496 AMSTERDAM AVE 10031.0
7144 AUSTIN ST 11375.0,"71-44 Austin St, Forest Hills, NY 11375, USA",40.71949559999999,-73.8433435,7144 AUSTIN ST 11375.0
4251 27TH ST 11101.0,"4251 S 27th St, Greenfield, WI 53221, USA",42.9673874,-87.9493167,4251 27TH ST 11101.0
3113 CHURCH AVE 11226.0,"3113 Church Ave, Brooklyn, NY 11226, USA",40.6510366,-73.9481172,3113 CHURCH AVE 11226.0
1877 NOSTRAND AVE 11226.0,"1877 Nostrand Ave, Brooklyn, NY 11226, USA",40.6398279,-73.9481402,1877 NOSTRAND AVE 11226.0
30 W 31ST ST 10001.0,"30 W 31st St, New York, NY 10001, USA",40.7469246,-73.9877176,30 W 31ST ST 10001.0
1189 BAY STREET 10305.0,"1189 Bay St, Staten Island, NY 10305, USA",40.6143374,-74.0661219,1189 BAY STREET 10305.0
1260 LEXINGTON AVE 10028.0,"1260 Lexington Ave, New York, NY 10028, USA",40.778804,-73.956374,1260 LEXINGTON AVE 10028.0
1000 WASHINGTON AVE 11225.0,"Palm House, 1000 Washington Ave, Brooklyn, NY 11225, USA",40.6666156,-73.9619802,1000 WASHINGTON AVE 11225.0
636 PARK PL 11238.0,"636 Park Pl, Brooklyn, NY 11238, USA",40.6742351,-73.9569925,636 PARK PL 11238.0
2 W 32ND ST 10001.0,"2 W 32nd St, New York, NY 10001, USA",40.7472887,-73.9861839,2 W 32ND ST 10001.0
632 GATEWAY DR 11239.0,"632 Gateway Dr, Brooklyn, NY 11239, USA",40.6553512,-73.8681063,632 GATEWAY DR 11239.0
254 E 125TH ST 10035.0,"254 E 125th St, New York, NY 10035, USA",40.8027553,-73.9341681,254 E 125TH ST 10035.0
1 PENN PLZ 10119.0,"1 Pennsylvania Plaza, New York, NY 10119, USA",40.7512148,-73.9922255,1 PENN PLZ 10119.0
287 HUDSON ST 10013.0,"287 Hudson St, New York, NY 10013, USA",40.7255997,-74.0078786,287 HUDSON ST 10013.0
3100 OCEAN PKWY 11235.0,"3100 Ocean Pkwy, Brooklyn, NY 11235, USA",40.576147,-73.9693937,3100 OCEAN PKWY 11235.0
1299 BERGEN ST 11213.0,"1299 Bergen St, Brooklyn, NY 11213, USA",40.6757925,-73.94200959999999,1299 BERGEN ST 11213.0
8312 5TH AVE 11209.0,"8312 5th Ave, Brooklyn, NY 11209, USA",40.6233791,-74.0253646,8312 5TH AVE 11209.0
800 W 181ST ST 10033.0,"800 W 181st St, New York, NY 10033, USA",40.8508499,-73.9385181,800 W 181ST ST 10033.0
1642 BRUCKNER BLVD 10473.0,"1642 Bruckner Blvd, The Bronx, NY 10473, USA",40.823031,-73.8736236,1642 BRUCKNER BLVD 10473.0
3093 38TH ST 11103.0,"3093 38th St, Astoria, NY 11103, USA",40.7618308,-73.91752149999999,3093 38TH ST 11103.0
8716 3RD AVE 11209.0,"8716 3rd Ave, Brooklyn, NY 11209, USA",40.6223698,-74.03176800000001,8716 3RD AVE 11209.0
9403A 63RD DR 11374.0,"9403 63rd Dr, Rego Park, NY 11374, USA",40.7304752,-73.8607511,9403A 63RD DR 11374.0
1310 AVENUE U 11229.0,"1310 Avenue U, Brooklyn, NY 11229, USA",40.5985026,-73.9578294,1310 AVENUE U 11229.0
711 W 168TH ST 10032.0,"711 W 168th St, New York, NY 10032, USA",40.8429647,-73.9428605,711 W 168TH ST 10032.0
725 3RD AVE 10017.0,"725 3rd Ave, New York, NY 10017, USA",40.752794,-73.972624,725 3RD AVE 10017.0
216 E 170TH ST 10456.0,"216 E 170th St, The Bronx, NY 10456, USA",40.8382515,-73.91310159999999,216 E 170TH ST 10456.0
325 5TH AVE 10016.0,"325 5th Ave, New York, NY 10016, USA",40.7474699,-73.9850289,325 5TH AVE 10016.0
4213 BOWNE ST 11355.0,"42-13 Bowne St, Flushing, NY 11355, USA",40.7569145,-73.8215625,4213 BOWNE ST 11355.0
5821 JUNCTION BLVD 11373.0,"58-21 Junction Blvd, Queens, NY 11373, USA",40.7358719,-73.86514749999999,5821 JUNCTION BLVD 11373.0
1712 2ND AVE 10128.0,"1712 2nd Ave, New York, NY 10128, USA",40.7795459,-73.9501952,1712 2ND AVE 10128.0
1 W 58TH ST 10019.0,"The Plaza Hotel, 1 W 58th St, New York, NY 10019, United States",40.7641638,-73.97445689999999,1 W 58TH ST 10019.0
2817 CONEY ISLAND AVE 11235.0,"2817 Coney Island Ave, Brooklyn, NY 11235, USA",40.5878467,-73.9601139,2817 CONEY ISLAND AVE 11235.0
60 E 42ND ST 10165.0,"60 E 42nd St, New York, NY 10165, USA",40.7521961,-73.9787133,60 E 42ND ST 10165.0
350 HUDSON ST 10014.0,"350 Hudson St, New York, NY 10014, USA",40.72766470000001,-74.0067845,350 HUDSON ST 10014.0
311 E 204TH ST 10467.0,"311 E 204th St, The Bronx, NY 10467, USA",40.8729544,-73.87815479999999,311 E 204TH ST 10467.0
8792 PARSONS BLVD 11432.0,"87-92 Parsons Blvd, Jamaica, NY 11432, USA",40.706783,-73.802539,8792 PARSONS BLVD 11432.0
429 LENOX AVE 10037.0,"429 Lenox Ave, New York, NY 10037, USA",40.8119698,-73.9428324,429 LENOX AVE 10037.0
1390 3RD AVE 10075.0,"1390 3rd Ave, New York, NY 10075, USA",40.7745314,-73.9574234,1390 3RD AVE 10075.0
8311 NORTHERN BLVD 11372.0,"83-11 Northern Blvd, Flushing, NY 11372, USA",40.75599,-73.8840118,8311 NORTHERN BLVD 11372.0
1310 78TH ST 11228.0,"1310 78th St, Brooklyn, NY 11228, USA",40.6183434,-74.0090085,1310 78TH ST 11228.0
1285 AVENUE OF THE AMERICAS 10019.0,"1285 6th Ave, New York, NY 10019, USA",40.7609426,-73.98002389999999,1285 AVENUE OF THE AMERICAS 10019.0
32 W 32ND ST 10001.0,"32 W 32nd St, New York, NY 10001, USA",40.747641,-73.987239,32 W 32ND ST 10001.0
6945 51ST AVE 11377.0,"69-45 51st Ave, Woodside, NY 11377, USA",40.7356884,-73.8946053,6945 51ST AVE 11377.0
23114 MERRICK BLVD 11413.0,"231-14 Merrick Blvd, Laurelton, NY 11413, USA",40.675487,-73.7390559,23114 MERRICK BLVD 11413.0
1657 RICHMOND RD 10304.0,"1657 Richmond Rd, Staten Island, NY 10304, USA",40.589707,-74.101399,1657 RICHMOND RD 10304.0
720 AMSTERDAM AVE 10025.0,"720 Amsterdam Ave, New York, NY 10025, USA",40.7935784,-73.9710075,720 AMSTERDAM AVE 10025.0
701 8TH AVE 10036.0,"701 8th Ave, New York, NY 10036, USA",40.758762,-73.988993,701 8TH AVE 10036.0
236 W 135TH ST 10030.0,"236 W 135th St, New York, NY 10030, USA",40.8156141,-73.9451438,236 W 135TH ST 10030.0
72 RALPH AVE 11221.0,"72 Ralph Ave, Brooklyn, NY 11221, USA",40.6876305,-73.9238003,72 RALPH AVE 11221.0
73 MULBERRY ST 10013.0,"73 Mulberry St, New York, NY 10013, USA",40.7162866,-73.99939619999999,73 MULBERRY ST 10013.0
166 E 118TH ST 10035.0,"166 E 118th St, New York, NY 10035, USA",40.799344,-73.9397249,166 E 118TH ST 10035.0
95 WATER ST 10304.0,Error,0.0,0.0,95 WATER ST 10304.0
116 MACDOUGAL ST 10012.0,"116 Macdougal St, New York, NY 10012, USA",40.729685,-74.000472,116 MACDOUGAL ST 10012.0
8510 20TH AVE 11214.0,Error,0.0,0.0,8510 20TH AVE 11214.0
13621 41ST AVE 11355.0,"136-21 41st Ave, Flushing, NY 11355, USA",40.7589273,-73.8287735,13621 41ST AVE 11355.0
505 E 163RD ST 10451.0,"505 E 163rd St, The Bronx, NY 10451, USA",40.8247761,-73.9091378,505 E 163RD ST 10451.0
905 LORIMER ST 11222.0,"905 Lorimer St, Brooklyn, NY 11222, USA",40.7235241,-73.951948,905 LORIMER ST 11222.0
177-15/21 UNION TPKE nan,"177-15 Union Tpke, Fresh Meadows, NY 11366, USA",40.72638680000001,-73.7904537,177-15/21 UNION TPKE nan
188 PARKSIDE AVE 11226.0,"188 Parkside Ave, Brooklyn, NY 11226, USA",40.654914,-73.9612171,188 PARKSIDE AVE 11226.0
1086 DEKALB AVE 11221.0,"1086 Dekalb Ave, Brooklyn, NY 11221, USA",40.6936199,-73.93091369999999,1086 DEKALB AVE 11221.0
4322 43RD AVE 11104.0,"4322 N 43rd Ave, Phoenix, AZ 85031, USA",33.4968037,-112.1516621,4322 43RD AVE 11104.0
143 LAFAYETTE AVE 10301.0,"143 Lafayette Ave NE, Grand Rapids, MI 49503, USA",42.966627,-85.66231599999999,143 LAFAYETTE AVE 10301.0
167 ROGERS AVE 11216.0,"167 Rogers Ave, Brooklyn, NY 11216, USA",40.6716541,-73.9529795,167 ROGERS AVE 11216.0
4201 BROADWAY 11103.0,"4201 Broadway, New York, NY 10033, USA",40.8488151,-73.938176,4201 BROADWAY 11103.0
208 W 13TH ST 10011.0,"208 W 13th St, New York, NY 10011, USA",40.738087,-74.001046,208 W 13TH ST 10011.0
46 GREENWICH AVE 10011.0,"46 Greenwich Ave, New York, NY 10011, USA",40.7356133,-74.000277,46 GREENWICH AVE 10011.0
641 HANCOCK ST 11233.0,"641 Hancock St, Brooklyn, NY 11233, USA",40.6850795,-73.9296904,641 HANCOCK ST 11233.0
145 E 61ST ST 10065.0,"145 E 61st St, New York, NY 10065, USA",40.76342880000001,-73.9667796,145 E 61ST ST 10065.0
2960 RICHMOND TER 10303.0,"2960 Richmond Terrace, Staten Island, NY 10303, USA",40.6367477,-74.15881879999999,2960 RICHMOND TER 10303.0
3921 5TH AVE 11232.0,"3921 5th Ave, Brooklyn, NY 11232, USA",40.6507327,-74.0042422,3921 5TH AVE 11232.0
7201 16TH AVE 11204.0,Error,0.0,0.0,7201 16TH AVE 11204.0
159 CENTRAL AVE 11221.0,Error,0.0,0.0,159 CENTRAL AVE 11221.0
876 MANOR RD 10314.0,"876 Manor Rd, Austin, TX 78722, USA",30.28299239999999,-97.72692359999999,876 MANOR RD 10314.0
5609 MARATHON PKWY 11362.0,"56-9 Marathon Pkwy, Little Neck, NY 11362, USA",40.7603135,-73.7313258,5609 MARATHON PKWY 11362.0
1841 HOBART AVE 10461.0,"1841 Hobart Ave, The Bronx, NY 10461, USA",40.84834499999999,-73.8315621,1841 HOBART AVE 10461.0
3901 NEW UTRECHT AVE 11219.0,"3901 New Utrecht Ave, Brooklyn, NY 11219, USA",40.6451574,-73.9941602,3901 NEW UTRECHT AVE 11219.0
611A WILSON AVE 11207.0,"611A Wilson Ave, Brooklyn, NY 11207, USA",40.6902494,-73.9069308,611A WILSON AVE 11207.0
4003 5TH AVE 11232.0,"4003 5th Ave, Brooklyn, NY 11232, USA",40.6504698,-74.00445470000001,4003 5TH AVE 11232.0
